IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_1888,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Campaign Finale",,"Duderstadt, James J.",,1991-09-15 00:00:00,2015,1991-09-15 00:00:00,Campaign Finale | jjd1309.pdf,\9811_0001\data\original-records\Speeches\1991-92\Campaign Finale | \9811_0001\data\Speeches\JJDS6\jjd1309.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1889,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Campaign Kickoff",,"Duderstadt, James J.",,1991-09-15 00:00:00,2015,1991-09-15 00:00:00,Campaign Kickoff | jjd1310.pdf,\9811_0001\data\original-records\Speeches\1991-92\Campaign Kickoff | \9811_0001\data\Speeches\JJDS6\jjd1310.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1890,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Campaign Pitch-Alumni",,"Duderstadt, James J.",,1990-12-03 00:00:00,2015,1990-12-03 00:00:00,Campaign Pitch-Alumni | jjd1311.pdf,\9811_0001\data\original-records\Speeches\1991-92\Campaign Pitch-Alumni | \9811_0001\data\Speeches\JJDS6\jjd1311.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1891,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Cazzie",,"Duderstadt, James J.",,1992-06-03 00:00:00,2015,1992-06-03 00:00:00,Cazzie | jjd1312.pdf,\9811_0001\data\original-records\Speeches\1991-92\Cazzie | \9811_0001\data\Speeches\JJDS6\jjd1312.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1892,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Cong Bkft 2.0",,"Duderstadt, James J.",,1992-03-09 00:00:00,2015,1992-03-09 00:00:00,Cong Bkft 2.0 | jjd1313.pdf,\9811_0001\data\original-records\Speeches\1991-92\Cong Bkft 2.0 | \9811_0001\data\Speeches\JJDS6\jjd1313.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1893,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Congressional Breakfast-92",,"Duderstadt, James J.",,1992-03-07 00:00:00,2015,1992-03-07 00:00:00,Congressional Breakfast-92 | jjd1314.pdf,\9811_0001\data\original-records\Speeches\1991-92\Congressional Breakfast-92 | \9811_0001\data\Speeches\JJDS6\jjd1314.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1894,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - development Advisory Group",,"Duderstadt, James J.",,1991-12-04 00:00:00,2015,1991-12-04 00:00:00,development Advisory Group | jjd1315.pdf,\9811_0001\data\original-records\Speeches\1991-92\development Advisory Group | \9811_0001\data\Speeches\JJDS6\jjd1315.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1895,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Economic Strategy 2.0_",,"Duderstadt, James J.",,1992-03-06 00:00:00,2015,1992-03-06 00:00:00,Economic Strategy 2.0_ | jjd1316.pdf,\9811_0001\data\original-records\Speeches\1991-92\Economic Strategy 2.0_ | \9811_0001\data\Speeches\JJDS6\jjd1316.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1896,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - EO Retreat Fall-91",,"Duderstadt, James J.",,1991-08-30 00:00:00,2015,1991-08-30 00:00:00,EO Retreat Fall-91 | jjd567.pdf | jjd567_bhl-2759663f.pdf,\9811_0001\data\original-records\Speeches\1991-92\EO Retreat Fall-91 | \9811_0001\data\Presentations\JJDPR\jjd567.pdf | \converted_files\Presentations-JJDPR-jjd567_bhl-2759663f.pdf,Original version | Preservation version | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1897,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Essay Subjects",,"Duderstadt, James J.",,1992-04-03 00:00:00,2015,1992-04-03 00:00:00,Essay Subjects | jjd1318.pdf,\9811_0001\data\original-records\Speeches\1991-92\Essay Subjects | \9811_0001\data\Speeches\JJDS6\jjd1318.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1898,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Essay-Academic Leadership",,"Duderstadt, James J.",,1992-04-03 00:00:00,2015,1992-04-03 00:00:00,Essay-Academic Leadership | jjd1319.pdf,\9811_0001\data\original-records\Speeches\1991-92\Essay-Academic Leadership | \9811_0001\data\Speeches\JJDS6\jjd1319.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1899,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - fiscal video outline",,"Duderstadt, James J.",,1992-04-08 00:00:00,2015,1992-04-08 00:00:00,fiscal video outline | jjd1320.pdf,\9811_0001\data\original-records\Speeches\1991-92\fiscal video outline | \9811_0001\data\Speeches\JJDS6\jjd1320.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1900,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Fresh Convocation 4.3",,"Duderstadt, James J.",,1990-08-28 00:00:00,2015,1990-08-28 00:00:00,Fresh Convocation 4.3 | jjd1321.pdf,\9811_0001\data\original-records\Speeches\1991-92\Fresh Convocation 4.3 | \9811_0001\data\Speeches\JJDS6\jjd1321.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1901,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Freshman Parent_",,"Duderstadt, James J.",,1991-08-28 00:00:00,2015,1991-08-28 00:00:00,Freshman Parent_ | jjd1322.pdf,\9811_0001\data\original-records\Speeches\1991-92\Freshman Parent_ | \9811_0001\data\Speeches\JJDS6\jjd1322.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1902,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Freshperson Welcome 5.1",,"Duderstadt, James J.",,1991-09-01 00:00:00,2015,1991-09-01 00:00:00,Freshperson Welcome 5.1 | jjd1324.pdf,\9811_0001\data\original-records\Speeches\1991-92\Freshperson Welcome 5.1 | \9811_0001\data\Speeches\JJDS6\jjd1324.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1903,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Freshperson Welcome 5.2",,"Duderstadt, James J.",,1991-09-01 00:00:00,2015,1991-09-01 00:00:00,Freshperson Welcome 5.2 | jjd1324.pdf,\9811_0001\data\original-records\Speeches\1991-92\Freshperson Welcome 5.2 | \9811_0001\data\Speeches\JJDS6\jjd1324.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1904,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - FY89-90 Salaries",,"Duderstadt, James J.",,undated,2015,undated,FY89-90 Salaries,\9811_0001\data\original-records\Speeches\1991-92\FY89-90 Salaries,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1905,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - FY91-92 Salaries",,"Duderstadt, James J.",,undated,2015,undated,FY91-92 Salaries,\9811_0001\data\original-records\Speeches\1991-92\FY91-92 Salaries,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1906,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - GUIR Report",,"Duderstadt, James J.",,undated,2015,undated,GUIR Report,\9811_0001\data\original-records\Speeches\1991-92\GUIR Report,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1907,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Heisman Dinner 12_18_91",,"Duderstadt, James J.",,undated,2015,undated,Heisman Dinner 12_18_91,\9811_0001\data\original-records\Speeches\1991-92\Heisman Dinner 12_18_91,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1908,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Investments",,"Duderstadt, James J.",,1991-01-27 00:00:00,2015,1991-01-27 00:00:00,Investments | jjd1329.pdf,\9811_0001\data\original-records\Speeches\1991-92\Investments | \9811_0001\data\Speeches\JJDS6\jjd1329.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1909,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - ITIC",,"Duderstadt, James J.",,1992-05-30 00:00:00,2015,1992-05-30 00:00:00,ITIC | jjd1330.pdf,\9811_0001\data\original-records\Speeches\1991-92\ITIC | \9811_0001\data\Speeches\JJDS6\jjd1330.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1910,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Minority Data-Play",,"Duderstadt, James J.",,undated,2015,undated,Minority Data-Play,\9811_0001\data\original-records\Speeches\1991-92\Minority Data-Play,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1911,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - New Talks",,"Duderstadt, James J.",,1990-09-23 00:00:00,2015,1990-09-23 00:00:00,New Talks | jjd1332.pdf,\9811_0001\data\original-records\Speeches\1991-92\New Talks | \9811_0001\data\Speeches\JJDS6\jjd1332.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1912,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Odds and Ends I",,"Duderstadt, James J.",,1991-05-02 00:00:00,2015,1991-05-02 00:00:00,Odds and Ends I | jjd1333.pdf,\9811_0001\data\original-records\Speeches\1991-92\Odds and Ends I | \9811_0001\data\Speeches\JJDS6\jjd1333.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1913,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Parents Orientation 5.1",,"Duderstadt, James J.",,1991-08-31 00:00:00,2015,1991-08-31 00:00:00,Parents Orientation 5.1 | jjd1334.pdf,\9811_0001\data\original-records\Speeches\1991-92\Parents Orientation 5.1 | \9811_0001\data\Speeches\JJDS6\jjd1334.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1914,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Performance Reviews",,"Duderstadt, James J.",,undated,2015,undated,Performance Reviews,\9811_0001\data\original-records\Speeches\1991-92\Performance Reviews,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1915,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Peter Raven",,"Duderstadt, James J.",,1991-02-07 00:00:00,2015,1991-02-07 00:00:00,Peter Raven | jjd1336.pdf,\9811_0001\data\original-records\Speeches\1991-92\Peter Raven | \9811_0001\data\Speeches\JJDS6\jjd1336.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1916,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Presidential Essays",,"Duderstadt, James J.",,1992-05-25 00:00:00,2015,1992-05-25 00:00:00,Presidential Essays | jjd1338.pdf,\9811_0001\data\original-records\Speeches\1991-92\Presidential Essays | \9811_0001\data\Speeches\JJDS6\jjd1338.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1917,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Presidents’ Weekend Finale",,"Duderstadt, James J.",,1991-09-24 00:00:00,2015,1991-09-24 00:00:00,Presidents’ Weekend Finale | jjd1339.pdf,\9811_0001\data\original-records\Speeches\1991-92\Presidents’ Weekend Finale | \9811_0001\data\Speeches\JJDS6\jjd1339.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1918,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - President’s Weekend 3.0_",,"Duderstadt, James J.",,1991-09-25 00:00:00,2015,1991-09-25 00:00:00,President’s Weekend 3.0_ | jjd1337.pdf,\9811_0001\data\original-records\Speeches\1991-92\President’s Weekend 3.0_ | \9811_0001\data\Speeches\JJDS6\jjd1337.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1919,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Progress Talk",,"Duderstadt, James J.",,1991-12-01 00:00:00,2015,1991-12-01 00:00:00,Progress Talk | jjd1340.pdf,\9811_0001\data\original-records\Speeches\1991-92\Progress Talk | \9811_0001\data\Speeches\JJDS6\jjd1340.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1920,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Quotes",,"Duderstadt, James J.",,1990-09-30 00:00:00,2015,1990-09-30 00:00:00,Quotes | jjd1341.pdf,\9811_0001\data\original-records\Speeches\1991-92\Quotes | \9811_0001\data\Speeches\JJDS6\jjd1341.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1921,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Radio Interviews",,"Duderstadt, James J.",,undated,2015,undated,Radio Interviews,\9811_0001\data\original-records\Speeches\1991-92\Radio Interviews,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1922,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Rankings",,"Duderstadt, James J.",,undated,2015,undated,Rankings,\9811_0001\data\original-records\Speeches\1991-92\Rankings,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1923,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Reality Notes 1.0",,"Duderstadt, James J.",,1992-07-04 00:00:00,2015,1992-07-04 00:00:00,Reality Notes 1.0 | jjd1344.pdf,\9811_0001\data\original-records\Speeches\1991-92\Reality Notes 1.0 | \9811_0001\data\Speeches\JJDS6\jjd1344.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1924,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Reality Test",,"Duderstadt, James J.",,1992-03-24 00:00:00,2015,1992-03-24 00:00:00,Reality Test | jjd1345.pdf,\9811_0001\data\original-records\Speeches\1991-92\Reality Test | \9811_0001\data\Speeches\JJDS6\jjd1345.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1925,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Reality Test 1.0",,"Duderstadt, James J.",,1992-03-30 00:00:00,2015,1992-03-30 00:00:00,Reality Test 1.0 | jjd1346.pdf,\9811_0001\data\original-records\Speeches\1991-92\Reality Test 1.0 | \9811_0001\data\Speeches\JJDS6\jjd1346.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1926,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Research Videotape",,"Duderstadt, James J.",,1992-06-05 00:00:00,2015,1992-06-05 00:00:00,Research Videotape | jjd1347.pdf,\9811_0001\data\original-records\Speeches\1991-92\Research Videotape | \9811_0001\data\Speeches\JJDS6\jjd1347.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1927,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - SOUP-2_92",,"Duderstadt, James J.",,undated,2015,undated,SOUP-2_92,\9811_0001\data\original-records\Speeches\1991-92\SOUP-2_92,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1928,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Speech Memo alias",,"Duderstadt, James J.",,undated,2015,undated,Speech Memo alias,\9811_0001\data\original-records\Speeches\1991-92\Speech Memo alias,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1929,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Speech Outlines--1991-92",,"Duderstadt, James J.",,1991-08-22 00:00:00,2015,1991-08-22 00:00:00,Speech Outlines--1991-92 | jjd1350.pdf,\9811_0001\data\original-records\Speeches\1991-92\Speech Outlines--1991-92 | \9811_0001\data\Speeches\JJDS6\jjd1350.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1930,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Technology Policy 2.4",,"Duderstadt, James J.",,undated,2015,undated,Technology Policy 2.4,\9811_0001\data\original-records\Speeches\1991-92\Technology Policy 2.4,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1931,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Technology Policy Text",,"Duderstadt, James J.",,1992-03-14 00:00:00,2015,1992-03-14 00:00:00,Technology Policy Text | jjd1352.pdf,\9811_0001\data\original-records\Speeches\1991-92\Technology Policy Text | \9811_0001\data\Speeches\JJDS6\jjd1352.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1932,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Themes for 175th",,"Duderstadt, James J.",,1992-03-08 00:00:00,2015,1992-03-08 00:00:00,Themes for 175th | jjd1353.pdf,\9811_0001\data\original-records\Speeches\1991-92\Themes for 175th | \9811_0001\data\Speeches\JJDS6\jjd1353.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1933,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Traineeship 1.4",,"Duderstadt, James J.",,1991-09-05 00:00:00,2015,1991-09-05 00:00:00,Traineeship 1.4 | jjd1354.pdf,\9811_0001\data\original-records\Speeches\1991-92\Traineeship 1.4 | \9811_0001\data\Speeches\JJDS6\jjd1354.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1934,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Trip Ideas 3_26_92",,"Duderstadt, James J.",,undated,2015,undated,Trip Ideas 3_26_92,\9811_0001\data\original-records\Speeches\1991-92\Trip Ideas 3_26_92,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1935,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - UM Inputs_Outputs",,"Duderstadt, James J.",,undated,2015,undated,UM Inputs_Outputs,\9811_0001\data\original-records\Speeches\1991-92\UM Inputs_Outputs,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1936,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - UM Research FIrsts",,"Duderstadt, James J.",,1992-01-20 00:00:00,2015,1992-01-20 00:00:00,UM Research FIrsts | jjd1357.pdf,\9811_0001\data\original-records\Speeches\1991-92\UM Research FIrsts | \9811_0001\data\Speeches\JJDS6\jjd1357.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1937,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - UM Tuition",,"Duderstadt, James J.",,1991-06-18 00:00:00,2015,1991-06-18 00:00:00,UM Tuition | jjd1840.doc,\9811_0001\data\original-records\Speeches\1991-92\UM Tuition | \9811_0001\data\Write\JJDW4\jjd1840.doc,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1938,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Video 3",,"Duderstadt, James J.",,1992-04-14 00:00:00,2015,1992-04-14 00:00:00,Video 3 | jjd1359.pdf,\9811_0001\data\original-records\Speeches\1991-92\Video 3 | \9811_0001\data\Speeches\JJDS6\jjd1359.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1939,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Woodworth Meeting",,"Duderstadt, James J.",,undated,2015,undated,Woodworth Meeting,\9811_0001\data\original-records\Speeches\1991-92\Woodworth Meeting,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1940,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - AD Search Notes",,"Duderstadt, James J.",,undated,2015,undated,AD Search Notes,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\AD Search Notes,,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1941,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - Alumni Remarks 10.0",,"Duderstadt, James J.",,1992-10-14 00:00:00,2015,1992-10-14 00:00:00,Alumni Remarks 10.0 | jjd1362.pdf,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\Alumni Remarks 10.0 | \9811_0001\data\Speeches\JJDS7\jjd1362.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1942,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - Alumni Remarks 11.0",,"Duderstadt, James J.",,1992-10-14 00:00:00,2015,1992-10-14 00:00:00,Alumni Remarks 11.0 | jjd1363.pdf,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\Alumni Remarks 11.0 | \9811_0001\data\Speeches\JJDS7\jjd1363.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1943,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - Alumni Remarks 12.0",,"Duderstadt, James J.",,1993-04-13 00:00:00,2015,1993-04-13 00:00:00,Alumni Remarks 12.0 | jjd1364.pdf,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\Alumni Remarks 12.0 | \9811_0001\data\Speeches\JJDS7\jjd1364.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1944,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - Backup of Grosse Pointe Rot. w",,"Duderstadt, James J.",,1993-10-24 00:00:00,2015,1993-10-24 00:00:00,Backup of Grosse Pointe Rot. w | jjd1365.pdf,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\Backup of Grosse Pointe Rot. w | \9811_0001\data\Speeches\JJDS7\jjd1365.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1945,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - Commencement Notes",,"Duderstadt, James J.",,1993-04-30 00:00:00,2015,1993-04-30 00:00:00,Commencement Notes | jjd1366.pdf,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\Commencement Notes | \9811_0001\data\Speeches\JJDS7\jjd1366.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1946,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1992-1993 Speeches - Commencement-JJD Version",,"Duderstadt, James J.",,1991-05-02 00:00:00,2015,1991-05-02 00:00:00,Commencement-JJD Version | jjd1367.pdf,\9811_0001\data\original-records\Speeches\1992-1993 Speeches\Commencement-JJD Version | \9811_0001\data\Speeches\JJDS7\jjd1367.pdf,Original version | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
