prefix,title,primary,secondary,number,suffix,fuller form,birth date,death date,auth link,source
,,Smit,Raymond J.,,,,1928,,,lcnaf
,,Smith,Alene,,,,,,,lcnaf
,,Smith,Alfred Emanuel,,,,1873,1944,http://id.loc.gov/authorities/names/n50016436,lcnaf
,,Smith,Allan Frederick,,,,1911,,,lcnaf
,,Smith,Allan Frederick,,,,1971,,,lcnaf
,,Smith,Anna Ellen,,,,1899,1977,,lcnaf
,,Smith,Arthur H.,,,Arthur Harry,1893,1976,,lcnaf
,,Smith,Arthur Whitmore,,,,1874,1954,http://id.loc.gov/authorities/names/n85800554,lcnaf
,,Smith,Arvilla Almira Powers,,,,1808,1895,,lcnaf
,,Smith,Charles S.,,Jr,Charles Spencer,,,,lcnaf
,,Smith,Charles Spencer,,,,1852,1923,http://id.loc.gov/authorities/names/no99072154,lcnaf
,,Smith,Christine Shoecraft,,,,,,,lcnaf
,,Smith,Clement McDonald,,,,1844,1923,,lcnaf
,,Smith,Clyde,,,,,,,lcnaf
,,Smith,Dalene,,,,,,,lcnaf
,,Smith,David Eugene,,,,1860,1944,http://id.loc.gov/authorities/names/n79134854,lcnaf
,,Smith,Delos Grosvenor,,,,1893,,,lcnaf
,,Smith,Dennis V,,,,,,,lcnaf
,,Smith,Donald W.,,,Donald Ward,1926,2012,,lcnaf
,,Smith,Doris Ann,,,,,,,lcnaf
,,Smith,Elbert V.,,,,1864,,,lcnaf
,,Smith,Elna M,,,,,,http://id.loc.gov/authorities/names/n86822868,lcnaf
,,Smith,Emerson R,,,,,,,lcnaf
,,Smith,Frank Leslie,,,,1867,1950,http://id.loc.gov/authorities/names/no2013071708,lcnaf
,,Smith,Frederick,,,,,,,lcnaf
,,Smith,George Jay,,,,1866,1938,http://id.loc.gov/authorities/names/no2008133851,lcnaf
,,Smith,George Otis,,,,1871,1944,http://id.loc.gov/authorities/names/n87837408,lcnaf
,,Smith,Gerald L. K.,,,Gerald Lyman Kenneth,1898,,,lcnaf
,,Smith,Gerald L. K.,,,Gerald Lyman Kenneth,1898,1976,http://id.loc.gov/authorities/names/n83065961,lcnaf
,,Smith,Gerrit,,,,1797,1874,http://id.loc.gov/authorities/names/n85185910,lcnaf
,,Smith,Glanville,,,,,,,lcnaf
,,Smith,Gloria R.,,,,1934,,http://id.loc.gov/authorities/names/n85224464,lcnaf
,,Smith,Goff,,,,,,,lcnaf
,,Smith,Gordon W,,,,,,,lcnaf
,,Smith,Grace,,,,,,,lcnaf
,,Smith,H. Alexander,,,Howard Alexander,1880,1966,http://id.loc.gov/authorities/names/n85185913,lcnaf
,,Smith,Hal Horace,,,,1873,1944,http://id.loc.gov/authorities/names/nr2001026534,lcnaf
,,Smith,Hal Horace,,,,1903,,,lcnaf
,,Smith,Harold Dewey,,,,1898,1947,http://id.loc.gov/authorities/names/no2005001673,lcnaf
,,Smith,Harold J,,,,,,,lcnaf
,,Smith,Hazel Littlefield,,,,,,,lcnaf
,,Smith,Henry Cassorte,,,,1859,1911,,lcnaf
,,Smith,Henry D,,,,,,,lcnaf
,,Smith,Henry,,,,,1847,,lcnaf
,,Smith,Holland M.,,,Holland McTyeire,1882,1967,http://id.loc.gov/authorities/names/n85170263,lcnaf
,,Smith,Humphrey Henry Howland Crapo,,,,,,,lcnaf
,,Smith,Hyrum,,,,1800,1844,http://id.loc.gov/authorities/names/nr88012180,lcnaf
,,Smith,Ira Melville,,,,1885,1977,,lcnaf
,,Smith,J. Allen,,,James Allen,1860,1926,http://id.loc.gov/authorities/names/n88002670,lcnaf
,,Smith,James Fairbairn,,,,,,http://id.loc.gov/authorities/names/no2007090079,lcnaf
,,Smith,James Francis,,,,1859,1928,http://id.loc.gov/authorities/names/n00065660,lcnaf
,,Smith,Jim,,,,,,,lcnaf
,,Smith,John McMunn C.,,,,1853,1923,http://id.loc.gov/authorities/names/no2008188967,lcnaf
,,Smith,John W.,,,,1883,,,lcnaf
,,Smith,John Walter,,,,1845,1925,http://id.loc.gov/authorities/names/n96027022,lcnaf
,,Smith,Joseph Henry,,,,1855,1946,,lcnaf
,,Smith,L. Z,,,,,,,lcnaf
,,Smith,Lillian Eugenia,,,,1897,1966,http://id.loc.gov/authorities/names/n50013297,lcnaf
,,Smith,Lucy Ann,,,,,,,lcnaf
,,Smith,Margaret Chase,,,,1897,1995,http://id.loc.gov/authorities/names/n50013287,lcnaf
,,Smith,Mark W,,,,,,,lcnaf
,,Smith,Otis Milton,,,,1922,1993,,lcnaf
,,Smith,Otis Milton,,,,1922,1994,http://id.loc.gov/authorities/names/n00093572,lcnaf
,,Smith,Pringle,,,,,,,lcnaf
,,Smith,Ralph Enos,,,,1896,1977,,lcnaf
,,Smith,Raymond J.,,,,1928,,,lcnaf
,,Smith,Richard Root,,,,1869,1940,http://id.loc.gov/authorities/names/no2009001928,lcnaf
,,Smith,Robert R,,,,,,,lcnaf
,,Smith,Robert R.,,,,1847,,,lcnaf
,,Smith,Roberta Holland,,,,,,,lcnaf
,,Smith,Russell Andrew,,,,,,http://id.loc.gov/authorities/names/n79111485,lcnaf
,,Smith,Samuel D.,,,,1902,,,lcnaf
,,Smith,Samuel William,,,,1852,1931,,lcnaf
,,Smith,Sara Browne,,,,,,,lcnaf
,,Smith,Shirley Wheeler,,,,1875,1959,http://id.loc.gov/authorities/names/no2008187805,lcnaf
,,Smith,Talbot,,,,,,,lcnaf
,,Smith,Theobald,,,,1859,1934,http://id.loc.gov/authorities/names/n88274023,lcnaf
,,Smith,Thomas Vernor,,,,1890,1964,http://id.loc.gov/authorities/names/n50013220,lcnaf
,,Smith,Warren Lounsbury,,,,1914,1972,http://id.loc.gov/authorities/names/n50060267,lcnaf
,,Smith,William Alden,,,,1859,1932,http://id.loc.gov/authorities/names/no98099507,lcnaf
,,Smith,William Morris,,,,1870,,,lcnaf
,,Smith,William Parkhurst,,,,1897,,,lcnaf
,,Smits,Lee J,,,,,,,lcnaf
,,Smoot,Reed,,,,1862,1941,http://id.loc.gov/authorities/names/n86071142,lcnaf
,,Smyser,Carme Hostetter,,,,1869,1945,,lcnaf
,,Smyser,Martin Mosser,,,,1875,1955,,lcnaf
,,Snedden,David,,,,1868,1951,http://id.loc.gov/authorities/names/n91027403,lcnaf
,,Snow,C. P.,,,Charles Percy,1905,1980,http://id.loc.gov/authorities/names/n80014802,lcnaf
,,Snow,C. P.,,,Charles Percy,1911,,,lcnaf
,,Snyder,Franklin Bliss,,,,1884,1958,,lcnaf
,,Snyder,George,,,,,,,lcnaf
,,Snyder,John W.,,,John Wesley,1895,1985,http://id.loc.gov/authorities/names/n90657980,lcnaf
,,So,Sara Armstrong,,,,,,,lcnaf
,,Sobel,Morton J,,,,,,,lcnaf
,,Sockman,Ralph W.,,,Ralph Washington,1889,1970,http://id.loc.gov/authorities/names/n92017647,lcnaf
,,Soddy,Frederick,,,,1877,1956,http://id.loc.gov/authorities/names/n50053268,lcnaf
,,,Soekarno,,,,1901,1970,http://id.loc.gov/authorities/names/n50010422,lcnaf
,,Sokolsky,George Ephraim,,,,1893,1962,http://id.loc.gov/authorities/names/no95004291,lcnaf
,,Solana,Javier,,,,,,http://id.loc.gov/authorities/names/no2005088047,lcnaf
,,Solomis,Alexis,,,,,,,lcnaf
,,Solomon,Samuel R,,,,,,,lcnaf
,,Solotaroff,Ted,,,,1928,2008,http://id.loc.gov/authorities/names/n79075153,lcnaf
,,Somervell,Brehon Burke,,,,1892,1955,http://id.loc.gov/authorities/names/n93095998,lcnaf
,,Sommerfeld,Arnold,,,,1868,1951,http://id.loc.gov/authorities/names/n85801588,lcnaf
,,Sontag,Susan,,,,1933,2004,http://id.loc.gov/authorities/names/n79049274,lcnaf
,,Soop,Everett J.,,,,1901,,,lcnaf
,,Sorensen,Charles E.,,,,1881,1968,http://id.loc.gov/authorities/names/n2005075179,lcnaf
,,Sorensen,Theodore C,,,,,,http://id.loc.gov/authorities/names/n50014125,lcnaf
,,Sorenson,Theodore C,,,,,,,lcnaf
,,Sorokin,Pitirim Aleksandrovich,,,,1889,1968,http://id.loc.gov/authorities/names/n50000868,lcnaf
,,Sosnowksi,John B,,,,,,,lcnaf
,,Soule,Harrison,,,,1832,1922,,lcnaf
,,Soules,Aline,,,,,,http://id.loc.gov/authorities/names/no00092777,lcnaf
,,Souris,Theodore,,,,1925,,http://id.loc.gov/authorities/names/ns2012004729,lcnaf
,,Sousa,John Philip,,,,1854,1932,http://id.loc.gov/authorities/names/n79122078,lcnaf
,,South,Lloyd V,,,,,,,lcnaf
,,Southard,Earl,,,,,,,lcnaf
,,Southard,Samuel L.,,,Samuel Lewis,1787,1842,http://id.loc.gov/authorities/names/n83208104,lcnaf
,,Southwell,Harry,,,,,,,lcnaf
,,Southwick,Arthur F,,,,,,http://id.loc.gov/authorities/names/n88044131,lcnaf
,,Spaak,Paul Henri,,,,1899,1972,http://id.loc.gov/authorities/names/n82078011,lcnaf
,,Spalding,Edward Bartlett,,,,1868,1960,,lcnaf
,,Spalding,Volney Morgan,,,,1849,1918,http://id.loc.gov/authorities/names/no2003104243,lcnaf
,,Spalding,William P.,,,,1822,,,lcnaf
,,Spann,Ray,,,,,,,lcnaf
,,Sparkman,John,,,,1899,1985,http://id.loc.gov/authorities/names/n79082340,lcnaf
,,Sparks,Frank Melville,,,,1877,,,lcnaf
,,Sparks,Frank Melville,,,,1877,1950,,lcnaf
,,Sparks,Jared,,,,1789,1866,http://id.loc.gov/authorities/names/n50021686,lcnaf
,,Sparling,Peter,,,,1951,,,lcnaf
,,Sparling,Peter,,,,1951,,,lcnaf
,,Sparrow,Frederick K.,,,Frederick Kroeber,1903,1977,,lcnaf
,,Sparrow,Nan,,,,,,,lcnaf
,,Spaulding,Albert C.,,,Albert Clanton,1914,1990,http://id.loc.gov/authorities/names/nr2002017577,lcnaf
,,Spaulding,Jay Earle,,,,1894,,,lcnaf
,,Spaulding,Mary Swegles,,,,1844,1926,,lcnaf
,,Spaulding,Oliver Lyman,,,,1875,1947,http://id.loc.gov/authorities/names/no2001071379,lcnaf
,,Spaulding,Thomas M.,,,Thomas Marshall,1882,1973,,lcnaf
,,Spaulding,Thomas M.,,,Thomas Marshall,1882,,,lcnaf
,,Spaulding,c Mr.,,,Oliver Lyman,1833,1922,,lcnaf
,,Spectorsky,A. C.,,,Auguste C.,1910,1972,http://id.loc.gov/authorities/names/no97067531,lcnaf
,,Spellman,Francis,,,,1889,1967,http://id.loc.gov/authorities/names/n84018580,lcnaf
,,Spence,Brent,,,,1874,1967,http://id.loc.gov/authorities/names/no2009004161,lcnaf
,,Spencer,Anna Garlin,,,,1851,1931,http://id.loc.gov/authorities/names/n91032421,lcnaf
,,Spencer,Anne,,,,1882,1975,http://id.loc.gov/authorities/names/no98076986,lcnaf
,,Spencer,Bradley,,,,,,,lcnaf
,,Spencer,Chauncey E.,,,Chauncey Edward,1906,2002,http://id.loc.gov/authorities/names/no2008062671,lcnaf
,,Spencer,Chauncey E.,,,,1906,,,lcnaf
,,Spencer,Edward A.,,,,,1964,,lcnaf
,,Spencer,Mary Clare Wilson,,,,1842,1923,http://id.loc.gov/authorities/names/n79072667,lcnaf
,,Spencer,Sheldon,,,,,,,lcnaf
,,Sperberg,Lester,,,,,,,lcnaf
,,Speth,Roy H.,,,,1895,,,lcnaf
,,Spielman,Eda,,,,,,,lcnaf
,,Spier,Leslie,,,,1893,1961,http://id.loc.gov/authorities/names/n50021190,lcnaf
,,Spill,William Ambrose,,,,1876,,,lcnaf
,,Spillman,William Jasper,,,,1863,1931,,lcnaf
,,Spina,Tony,,,,,,http://id.loc.gov/authorities/names/n79114208,lcnaf
,,Spivak,Lawrence Edmund,,,,,,,lcnaf
,,Spock,Benjamin,,,,1903,1998,http://id.loc.gov/authorities/names/n50024566,lcnaf
,,Spooner,C. Willett,,,collector,,,,lcnaf
,,Springer,Durand William,,,,1866,1943,,lcnaf
,,Springer,Harvey H.,,,,1907,1969,http://id.loc.gov/authorities/names/no2007083352,lcnaf
,,Sproul,Robert Gordon,,,,1891,1975,http://id.loc.gov/authorities/names/no91006828,lcnaf
,,Spurr,Stephen Hopkins,,,,,,,lcnaf
,,Squier,George Owen,,,,1865,1934,http://id.loc.gov/authorities/names/n96033160,lcnaf
,,Squier,Nina A. La Barge,,,,,,,lcnaf
,,Squier,Theodore L,,,,,,,lcnaf
,,Squires,Radcliffe,,,,1917,1993,http://id.loc.gov/authorities/names/n50028549,lcnaf
,,St. Antoine,Theodore J,,,,,,,lcnaf
,,St. Antoine,Theodore J.,,,,1929,,http://id.loc.gov/authorities/names/n81120959,lcnaf
,,St. Aubin,Wilfrid de,,,,1902,1980,,lcnaf
,,St. Laurent,Louis S.,,,Louis Stephen,1882,1973,http://id.loc.gov/authorities/names/n82257393,lcnaf
,,St. Marie,Buffy,,,,,,,lcnaf
,,St.-George,Maximilian,,,,1885,,,lcnaf
,,Stace,Arthur W.,,,Arthur William,1875,1950,http://id.loc.gov/authorities/names/n94090908,lcnaf
,,Stack,Jack M,,,,,,,lcnaf
,,Stack,John K.,,,,1884,1935,,lcnaf
,,Stadsklev,C. O,,,,,,,lcnaf
,,Staebler,Burnette,,,,,,,lcnaf
,,Staebler,Edward William,,,,1872,1946,,lcnaf
,,Staebler,Michael,,,,1843,1928,,lcnaf
,,Staebler,Neil,,,,1905,,,lcnaf
,,Staebler,Neil,,,,1905,2000,http://id.loc.gov/authorities/names/nr89001910,lcnaf
,,Stage,Jesse H,,,,,,,lcnaf
,,Stagg,Amos Alonzo,,,,1862,1965,http://id.loc.gov/authorities/names/n90648453,lcnaf
,,Stair,Edward Douglas,,,,1859,,,lcnaf
,,Stair,W. D,,,,,,,lcnaf
,,Stalin,Joseph,,,,1879,1953,,lcnaf
,,Stanczyk,Benjamin C.,,,Benjamin Conrad,1915,,,lcnaf
,,Standinger,Hermann,,,,1881,1965,,lcnaf
,,Standish,John H.,,,,1816,,,lcnaf
,,Stanford,George Alonzo,,,,1917,,,lcnaf
,,Stanley,Albert A.,,,Albert Augustus,1851,1932,http://id.loc.gov/authorities/names/no92003683,lcnaf
,,Stanley,Augustus Owsley,,,,1867,1958,http://id.loc.gov/authorities/names/n2005078678,lcnaf
,,Stanley,David Sloane,,,,1828,1902,http://id.loc.gov/authorities/names/n83060788,lcnaf
,,Stans,Maurice H.,,,,1908,1998,http://id.loc.gov/authorities/names/n84161337,lcnaf
,,Stanton,Edwin McMasters,,,,1814,1869,http://id.loc.gov/authorities/names/n50023269,lcnaf
,,Stanton,Elizabeth Cady,,,,1815,1902,http://id.loc.gov/authorities/names/n80001140,lcnaf
,,Stanton,Frank,,,,1908,2006,http://id.loc.gov/authorities/names/n97122472,lcnaf
,,Stapleton,Syd,,,,,,,lcnaf
,,Stark,Joan S,,,,,,http://id.loc.gov/authorities/names/nr88001024,lcnaf
,,Stark,Lloyd C,,,,,,,lcnaf
,,Stark,Otto,,,,1859,1926,http://id.loc.gov/authorities/names/n77004216,lcnaf
,,Starkie,Enid,,,,,,http://id.loc.gov/authorities/names/n50023287,lcnaf
,,Starr,Floyd Elliot,,,,1883,1980,http://id.loc.gov/authorities/names/n88228740,lcnaf
,,Starr,Raymond Wesley,,,,1888,1968,,lcnaf
,,Stasheff,Edward,,,,1909,,,lcnaf
,,Stasheff,Edward,,,,,,http://id.loc.gov/authorities/names/n79066596,lcnaf
,,Stason,E. Blythe,,,Edwin Blythe,1891,1972,http://id.loc.gov/authorities/names/n80098082,lcnaf
,,Stason,E. Blythe,,,,1891,1972,http://id.loc.gov/authorities/names/n80098082,lcnaf
,,Stassen,Harold E.,,,Harold Edward,1907,2001,http://id.loc.gov/authorities/names/n80139271,lcnaf
,,Steagall,Henry Bascom,,,,1873,1943,,lcnaf
,,Stearns,Ezra,,,,1836,1922,,lcnaf
,,Stearns,Frederick,,,,1831,1907,http://id.loc.gov/authorities/names/n88620592,lcnaf
,,Stearns,Justus S.,,,Justus Smith,1845,,,lcnaf
,,Stearns,Robert Lawrence,,,,1892,,http://id.loc.gov/authorities/names/n00113354,lcnaf
,,Stebbins,Francis Ranna,,,,1818,1892,,lcnaf
,,Stebbins,Joel,,,,1878,1966,http://id.loc.gov/authorities/names/no2009004897,lcnaf
,,Steeb,Lloyd,,,,,,,lcnaf
,,Steeh,George C,,,,,,,lcnaf
,,Steeh,George C.,,,,1919,,,lcnaf
,,Steele,John Dutton,,,,,,,lcnaf
,,Steele,Thomas Clement,,,,1847,1926,,lcnaf
,,Steere,Isaac,,,,,,,lcnaf
,,Steere,Joseph Beal,,,,1842,1940,http://id.loc.gov/authorities/names/no2007120169,lcnaf
,,Steere,Joseph Hall,,,,1852,1936,,lcnaf
,,Stefansson,Vilhjalmur,,,,1879,1962,http://id.loc.gov/authorities/names/n79054970,lcnaf
,,Steffe,Leah Bolgos,,,,,,,lcnaf
,,Stegman,Louie Vandervoort,,,,1868,1930,,lcnaf
,,Stegner,Wallace Earle,,,,1908,1993,,lcnaf
,,Stein,Clarence S,,,,,,,lcnaf
,,Stein,Eric,,,,1913,,,lcnaf
,,Stein,Eric A,,,,,,,lcnaf
,,Stein,Eric,,,,,,http://id.loc.gov/authorities/names/n50020719,lcnaf
,,Stein,Robert,,,,1924,2014,http://id.loc.gov/authorities/names/n88218295,lcnaf
,,Steinberg,Lawrence N.,,,,1905,,,lcnaf
,,Steiner,Peter Otto,,,,1922,,http://id.loc.gov/authorities/names/n50023492,lcnaf
,,Steinman,D. B.,,,David Barnard,1886,1960,http://id.loc.gov/authorities/names/n85353758,lcnaf
,,Steinson,Barbara J.,,,,1948,,http://id.loc.gov/authorities/names/n81124562,lcnaf
,,Stejneger,Leonhard,,,,1851,1943,http://id.loc.gov/authorities/names/no95049009,lcnaf
,,Stella,Frank D,,,,,,,lcnaf
,,Stempel,Robert C.,,,Robert Carl,1933,2011,,lcnaf
,,Stempfle,Gregory,,,,,,,lcnaf
,,Steneck,Nicholas H,,,,,,,lcnaf
,,Stephan,Max Paul,,,,,,,lcnaf
,,Stephen,John,,,,,,,lcnaf
,,Stephens,E. W,,,,,,,lcnaf
,,Stephens,Frank,,,,1859,1935,http://id.loc.gov/authorities/names/n2005175005,lcnaf
,,Stephens,James,,,,,,,lcnaf
,,Stephens,Yvonne,,,,,,,lcnaf
,,Stephenson,James E.,,,,1926,,,lcnaf
,,Stephenson,Joe,,,,,,,lcnaf
,,Stephenson,Robert L.,,,Robert Lloyd,1919,,http://id.loc.gov/authorities/names/n84053297,lcnaf
,,Stephenson,Wendell Holmes,,,,1899,1970,http://id.loc.gov/authorities/names/n85239091,lcnaf
,,Stepp,Marc,,,,,,,lcnaf
,,Sterling,Edward Boker,,,,,,,lcnaf
,,Sterling,Louis T,,,,,,,lcnaf
,,Stetson,Harlan True,,,,1885,1964,http://id.loc.gov/authorities/names/n87804019,lcnaf
,,Stettinius,Edward R.,,,Edward Reilly,1900,1949,http://id.loc.gov/authorities/names/n50022542,lcnaf
,,Stevens,Albert Kunnen,,,,1901,1984,,lcnaf
,,Stevens,Frederic B,,,,,,,lcnaf
,,Stevens,Frederick W.,,,Frederick Waeir,1865,1926,http://id.loc.gov/authorities/names/no95058799,lcnaf
,,Stevens,George Washington,,,,1866,1926,,lcnaf
,,Stevens,Kenneth Molyneaux,,,,1892,,,lcnaf
,,Stevens,Mark Chancellor,,,,,,,lcnaf
,,Stevens,Roy,,,,,,,lcnaf
,,Stevens,Thaddeus,,,,1792,1868,http://id.loc.gov/authorities/names/n50023914,lcnaf
,,Stevens,Walter LeConte,,,,1847,1927,http://id.loc.gov/authorities/names/no2010070622,lcnaf
,,Stevens,Wystan,,,,,,,lcnaf
,,Stevenson,Adlai E.,,,Adlai Ewing,1900,1965,http://id.loc.gov/authorities/names/n79055618,lcnaf
,,Stevenson,Adlai E.,,,Adlai Ewing,1930,,http://id.loc.gov/authorities/names/n84078196,lcnaf
,,Stevenson,Burton Egbert,,,,1872,1962,http://id.loc.gov/authorities/names/n50022615,lcnaf
,,Stevenson,Charles L.,,,Charles Leslie,1908,,http://id.loc.gov/authorities/names/n83020606,lcnaf
,,Stevenson,Charles L.,,,Charles Leslie,1908,1979,,lcnaf
,,Stevenson,John James,,,,1841,1924,http://id.loc.gov/authorities/names/n88172355,lcnaf
,,Stevenson,Louise Destler,,,,,,,lcnaf
,,Stevenson,Russell Alger,,,,1890,,http://id.loc.gov/authorities/names/n80089221,lcnaf
,,Stevenson,William,,,,1901,,,lcnaf
,,Stewardson,Langdon Cheeves,,,,1850,,,lcnaf
,,Stewart,Charles,,,,1839,1864,,lcnaf
,,Stewart,Cynthia Jean,,,,,,,lcnaf
,,Stewart,Damon,,,,1834,1867,,lcnaf
,,Stewart,Donald C,,,,,,http://id.loc.gov/authorities/names/nb99188327,lcnaf
,,Stewart,Gertrude Hornbostel,,,,1918,1992,http://id.loc.gov/authorities/names/no2013017838,lcnaf
,,Stewart,Gilbert Ireland,,,,1897,,,lcnaf
,,Stewart,H. P.,,,Hladia Porter,,,,lcnaf
,,Stewart,Patricia L,,,,,,http://id.loc.gov/authorities/names/n87937098,lcnaf
,,Stewart,R. R.,,,Ralph Randles,1890,,http://id.loc.gov/authorities/names/n84105070,lcnaf
,,Stidger,William L.,,,William LeRoy,1886,,,lcnaf
,,Stiles,John R,,,,,,,lcnaf
,,Stillman,Sara,,,,,,,lcnaf
,,Stimson,Henry L.,,,Henry Lewis,1867,1950,http://id.loc.gov/authorities/names/n50011364,lcnaf
,,Stimson,Henry Lewis,,,,1867,1950,http://id.loc.gov/authorities/names/n50011364,lcnaf
,,Stockard,Charles Rupert,,,,1879,1939,http://id.loc.gov/authorities/names/no2006062901,lcnaf
,,Stocking,Charles Howard,,,,1882,1958,http://id.loc.gov/authorities/names/no2005038608,lcnaf
,,Stockton,Robert Field,,,,1795,1866,http://id.loc.gov/authorities/names/n86858531,lcnaf
,,Stockton,Ronald R,,,,,,http://id.loc.gov/authorities/names/n83022020,lcnaf
,,Stockton,Thomas R,,,,,,,lcnaf
,,Stockwell,Cyrus M.,,,Cyrus Moses,1823,1899,,lcnaf
,,Stoddard,Francis Hovey,,,,1847,1936,http://id.loc.gov/authorities/names/no00051672,lcnaf
,,Stoffel,Joseph H,,,,,,,lcnaf
,,Stokes,Anson Phelps,,,,1874,1958,http://id.loc.gov/authorities/names/n86844955,lcnaf
,,Stokes,Donald E,,,,,,http://id.loc.gov/authorities/names/n50010410,lcnaf
,,Stokes,Donald Elkinton,,,,1927,,,lcnaf
,,Stokes,Elizabeth Dilling,,,,1894,1966,http://id.loc.gov/authorities/names/n90666966,lcnaf
,,Stokowski,Leopold,,,,1882,1977,http://id.loc.gov/authorities/names/n80050012,lcnaf
,,Stoll,Albert,,,,1884,,http://id.loc.gov/authorities/names/no2007031315,lcnaf
,,Stolper,Wolfgang F,,,,,,http://id.loc.gov/authorities/names/n81117073,lcnaf
,,Stone,Addison Ray,,,,1828,1888,,lcnaf
,,Stone,Harlan Fiske,,,,1872,1946,http://id.loc.gov/authorities/names/n86114718,lcnaf
,,Stone,Harriette,,,,1867,,,lcnaf
,,Stone,Hiram,,,,,,http://id.loc.gov/authorities/names/n2003087113,lcnaf
,,Stone,Irving,,,,1903,1989,http://id.loc.gov/authorities/names/n50010563,lcnaf
,,Stone,Irving,,,,1903,1989,,lcnaf
,,Stone,Julius Frederick,,,,1855,1947,http://id.loc.gov/authorities/names/no2009004726,lcnaf
,,Stone,Lucinda Hinsdale,,,,1814,1900,http://id.loc.gov/authorities/names/no2007003134,lcnaf
,,Stone,Oren,,,,1833,,,lcnaf
,,Stone,Ralph,,,,1868,1956,,lcnaf
,,Stone,William A.,,,William Addison,1862,1924,,lcnaf
,,Stone,William A.,,,William Addison,1902,,,lcnaf
,,Stone,Willis E.,,,Willis Emerson,1899,,http://id.loc.gov/authorities/names/n88172291,lcnaf
,,Stoneman,William Harlan,,,,1904,,,lcnaf
,,Stoner,Claude Thomas,,,,,,,lcnaf
,,Stoner,Claude Thomas,,,,1899,1977,http://id.loc.gov/authorities/names/n82026287,lcnaf
,,Stoner,George W,,,,,,http://id.loc.gov/authorities/names/n88091037,lcnaf
,,Stoner,Willis Gordon,,,,1880,,,lcnaf
,,Stoner,Winifred Sackville,,,,,1931,,lcnaf
,,Storey,Alfred W,,,,,,,lcnaf
,,Storey,Wilbur F.,,,,1819,1884,http://id.loc.gov/authorities/names/no2011025508,lcnaf
,,Storms,Daniel Edward,,,,,,,lcnaf
,,Storms,Roger C.,,,Roger Clair,1939,,,lcnaf
,,Storrow,Helen Osborne,,,,,,,lcnaf
,,Story,Joseph,,,,1779,1845,http://id.loc.gov/authorities/names/n50010851,lcnaf
,,Stough,Irvin K,,,,,,,lcnaf
,,Stout,Rex,,,,1886,1975,,lcnaf
,,Stowe,Ernest A.,,,,1859,,,lcnaf
,,Stowe,Leland,,,,1899,,http://id.loc.gov/authorities/names/n83019043,lcnaf
,,Stracciari,Riccardo,,,,,,http://id.loc.gov/authorities/names/n82071439,lcnaf
,,Straight,Michael Whitney,,,,,,http://id.loc.gov/authorities/names/n79085104,lcnaf
,,Strang,James Jesse,,,,1813,1856,http://id.loc.gov/authorities/names/n79113797,lcnaf
,,Stratton,Thomas F,,,,,,,lcnaf
,,Stratton,William B,,,,,,,lcnaf
,,Straus,Nathan,,,,,,,lcnaf
,,Strauss,Franz Josef,,,,1915,1988,http://id.loc.gov/authorities/names/n50010949,lcnaf
,,Strauss,Johann,,,,1804,1849,http://id.loc.gov/authorities/names/n79106446,lcnaf
,,Strauss,Lewis Lichtenstein,,,,1896,,,lcnaf
,,Strauss,Louis Abraham,,,,1872,1938,,lcnaf
,,Stravinsky,Igor,,,,1882,1971,http://id.loc.gov/authorities/names/n79070061,lcnaf
,,Strawn,Silas Hardy,,,,1866,1946,http://id.loc.gov/authorities/names/n85814928,lcnaf
,,Street,Julian,,,,1879,1947,http://id.loc.gov/authorities/names/n86114725,lcnaf
,,Streit,Clarence K.,,,Clarence Kirshman,1896,1986,http://id.loc.gov/authorities/names/n92118561,lcnaf
,,Strickland,Walter,,,,,,,lcnaf
,,Striker,Daniel E.,,,,1835,1898,,lcnaf
,,Stringfellow,William,,,,,,http://id.loc.gov/authorities/names/n50011491,lcnaf
,,Strodtman,Linda K,,,,,,,lcnaf
,,Strohm,Adam Julius,,,,1870,,,lcnaf
,,Strong,Charles Augustus,,,,1862,1940,http://id.loc.gov/authorities/names/n83172008,lcnaf
,,Strong,Edwin Atson,,,,1834,1920,,lcnaf
,,Strong,Josiah,,,,1847,1916,http://id.loc.gov/authorities/names/n86812593,lcnaf
,,Strong,Martha Cochrane,,,,1843,1926,,lcnaf
,,Strong,Sydney,,,,1860,1938,http://id.loc.gov/authorities/names/n87836829,lcnaf
,,Stross,Allen,,,,,,,lcnaf
,,Strube,William P,,,,,,http://id.loc.gov/authorities/names/no99001831,lcnaf
,,Struve,Otto,,,,1897,1963,http://id.loc.gov/authorities/names/n50010523,lcnaf
,,Ströomgren,Bengt,,,,1908,,,lcnaf
,,Stuart,Charles Edward,,,,1810,1887,http://id.loc.gov/authorities/names/no2003058569,lcnaf
,,Stuart,Jesse,,,,1906,1984,http://id.loc.gov/authorities/names/n79018157,lcnaf
,,Stuart,Jesse,,,,1907,,,lcnaf
,,Stuber,Stanley I.,,,Stanley Irving,1903,1985,http://id.loc.gov/authorities/names/n85005602,lcnaf
,,Studlar,Gaylyn,,,,,,http://id.loc.gov/authorities/names/n87810534,lcnaf
,,Studley,William Sprague,,,,1823,1893,,lcnaf
,,Stunyo,Jeanne,,,,,,,lcnaf
,,Sturgis,Sam,,collector,,,,,lcnaf
,,Sturgis,William S,,,,,,,lcnaf
,,Styan,J. L,,,,,,http://id.loc.gov/authorities/names/n50011463,lcnaf
