Filename,XPath,Suspicious Number,Context 
sturgiss.xml,/ead/archdesc/dsc/c01[7]/c02[81]/did/unittitle, 1900-1910,"Democratic caucus, township clerk's office c. 1900-1910."
sturgiss.xml,/ead/archdesc/dsc/c01[9]/c02[25]/did/unittitle, 1823-1923,"Seth Reed, 100 years old, 1823-1923 in front of log cabin repro. for Y Centennial celebration."
taubmana.xml,/ead/archdesc/dsc/c01[6]/c02[2]/c03[4]/did/unittitle, 1979-1994,A-U  (bulk 1979-1994)
taylorwr.xml,/ead/archdesc/dsc/c01[1]/c02[11]/did/unittitle, 1981-1987,(mainly 1981-1987)
thomrobt.xml,/ead/archdesc/dsc/c01/c02[3]/c03[3]/did/unittitle, 1853-1855,Charles Harvey builds the locks: 1853-1855
thomrobt.xml,/ead/archdesc/dsc/c01/c02[4]/c03[1]/did/unittitle, 1840-1890,When Pine was King: 1840-1890
thomrobt.xml,/ead/archdesc/dsc/c01/c02[6]/c03[1]/did/unittitle, 1861-1865,Michigan in the Civil War: 1861-1865
tibbitsc.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[4]/did/unittitle, 1940-1946,"Counselor Training, 1940-1946"
tibbitsc.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[5]/did/unittitle, 1940-1948,"Director's Reports, 1940-1948"
tibbsch.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[4]/did/unittitle, 1924-2010,"<title render=""italic"">Every Chapter's History is Precious: A History of the ""Great"" Great Lakes Region, 1924-2010</title>, edited by Octavia Walters Cabey,"
tibbsch.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[2]/did/unittitle, 1908-1958,"<title render=""italic"">Alpha Kappa Alpha Sorority: 1908-1958</title>, by Marjorie H. Parker,"
tibbsch.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[3]/did/unittitle, 1908-1988,"<title render=""italic"">Alpha Kappa Alpha Through the Years: 1908-1988</title>, by Marjorie H. Parker,"
towsleyh.xml,/ead/archdesc/dsc/c01[10]/c02[5]/c03[2]/did/unittitle, 1942-1992,"""Frenchay Revisited, 1942-1992,"" by Lois White Monroe"
triangle.xml,/ead/archdesc/dsc/c01[4]/c02[2]/did/unittitle, 1996-1997,"Bias Crime Response Task Force Reports, 1996-1997."
turcotte.xml,/ead/archdesc/dsc/c01[4]/c02[3]/c03[6]/did/unittitle, 1956-1960,"Class Photo Directories, 1956-1960"
turcotte.xml,/ead/archdesc/dsc/c01[6]/c02[2]/c03[2]/c04[1]/did/unittitle, 1962-1963,"First Assistant Operations, 1962-1963"
turkusat.xml,/ead/archdesc/dsc/c01[35]/c02[25]/c03/did/unittitle, 1915-1922,"from: Hilma Myllymaki. N.Y., N.J., Ont., 1915-1922(18 items)"
twiningr.xml,/ead/archdesc/dsc/c01[1]/c02[35]/did/unittitle, 1925-1967,"<title render=""italic"">Camp Al-Gon-Quian Camper and Counselor files, 1925-1967</title>,"
uaao.xml,/ead/archdesc/dsc/c01[3]/c02[3]/did/unittitle, 1994-1998,"Booklets, 1994-1998"
ugradlib.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/did/unittitle, 1958-1980,"Circulation, 1958-1980/81"
ulibrary.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/c04[1160]/did/unittitle, 1912-1919,"Toronto Public Library, 1912-191943"
ulibrary.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[2]/c04[285]/c05[94]/c06[38]/did/unittitle, 1954-1955,"Transportation, 1954-1955."
ulibrary.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[4]/did/unittitle, 1967-1978,(chiefly 1967-1978)
ulibrary.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[8]/did/unittitle, 1988-1995,(bulk 1988-1995)
ulibrary.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[12]/did/unittitle, 1991-1992,Film and Video Library  (bulk 1991-1992)
ulibrary.xml,/ead/archdesc/dsc/c01[5]/c02/c03/c04[75]/c05[5]/did/unittitle, 1982-1982,"Public Services Division, Annual Planning Goals, 1982-19822"
ulibrary.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[1]/c04[12]/did/unittitle, 1991-1992,Film and Video Library  (bulk 1991-1992)
ulibrary.xml,/ead/archdesc/dsc/c01[10]/c02[7]/c03[1]/c04[1]/did/unittitle, 1960-1979,"McMath-Hulbert Observatory, 1960-1979/80"
ulibrary.xml,/ead/archdesc/dsc/c01[10]/c02[10]/c03/did/unittitle, 1976-1992,"Annual Reports, 1976-1992/93"
ulibrary.xml,/ead/archdesc/dsc/c01[10]/c02[16]/did/unittitle, 1992-2001,"LOUP, JEAN FILES  (bulk 1992-2001)"
umgass.xml,/ead/archdesc/dsc/c01[6]/c02[9]/did/unittitle, 1980-1989,Assorted Productions  (circa 1980-1989)
ummapubs.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[2]/did/unittitle, 1992-1993,"<title render=""italic"">Annual Report, 1992-1993, 1993-1994</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[2]/did/unittitle, 1993-1994,"<title render=""italic"">Annual Report, 1992-1993, 1993-1994</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[4]/did/unittitle, 1998-2002,"<title render=""italic"">Annual Report 1998-2002</title>, [2003]"
ummapubs.xml,/ead/archdesc/dsc/c01[1]/c02[17]/c03[1]/did/unittitle, 1886-1981,"<title render=""italic"">A Commemorative Ceremony in Honor of Jean Paul Slusser, 1886-1981</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[6]/did/unittitle, 1861-1938,"<title render=""italic"">Pedro Figari, 1861-1938</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[8]/did/unittitle, 1913-1947,"<title render=""italic"">American Printmaking, 1913-1947</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[15]/c03[3]/did/unittitle, 1945-1957,"<title render=""italic"">An Exhibition of Painting in Post-War Italy: 1945-1957</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[27]/c03[3]/did/unittitle, 1906-1969,"<title render=""italic"">Walter Gropius: Buildings, Plans, Projects, 1906-1969</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[29]/c03[5]/did/unittitle, 1946-1956,"<title render=""italic"">A Director's Choice: 1946-1956 Jean Paul Slusser</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[30]/c03[1]/did/unittitle, 1800-1918,"<title render=""italic"">Ann Arbor Architecture, 1800-1918</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[32]/c03[1]/did/unittitle, 1971-1974,"<title render=""italic"">Contemporary Reflections 1971-1974</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[33]/c03[3]/did/unittitle, 1945-1978,"<title render=""italic"">Chicago: The City and Its Artists, 1945-1978</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[34]/c03[6]/did/unittitle, 1800-1850,"<title render=""italic"">The Art of Russia 1800-1850</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[35]/c03[3]/did/unittitle, 1878-1882,"<title render=""italic"">The Crisis of Impressionism, 1878-1882</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[38]/c03[2]/did/unittitle, 1967-1982,"<title render=""italic"">Frank Stella: Prints 1967-1982</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[38]/c03[4]/did/unittitle, 1886-1981,"<title render=""italic"">Jean Paul Slusser, 1886-1981</title>, January 15,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[39]/c03[5]/did/unittitle, 1850-1900,"<title render=""italic"">The Artistic Revival of the Woodcut in France: 1850-1900</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[45]/c03[1]/did/unittitle, 1978-1988,"<title render=""italic"">Prints by Richard Bosman: 1978-1988</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[46]/c03[5]/did/unittitle, 1850-1990,"<title render=""italic"">City and Country in French Prints, 1850-1990</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[47]/c03[5]/did/unittitle, 1988-1991,"<title render=""italic"">Tan Tee Chie: Recent Paintings, 1988-1991</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[47]/c03[10]/did/unittitle, 1968-1991,"<title render=""italic"">Sylvia Plimack Mangold: Works on Paper, 1968-1991</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[49]/c03[7]/did/unittitle, 1945-1969,"<title render=""italic"">Paintings by Mark Rothko: 1945-1969</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[51]/c03[4]/did/unittitle, 1930-1990,"<title render=""italic"">'Unpainted to the Last': Moby-Dick and American Art, 1930-1990</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[54]/c03[4]/did/unittitle, 1992-1997,"<title render=""italic"">Bill Jacobson: Portraits, Songs, Thoughts 1992-1997</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[55]/c03[4]/did/unittitle, 1880-1940,"<title render=""italic"">Amish Quilts 1880-1940 from the Collection of Faith and Stephen Brown</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[2]/c02[56]/c03[5]/did/unittitle, 1933-1946,"<title render=""italic"">Mark Rothko and the Lure of the Figure, 1933-1946</title>,"
ummapubs.xml,/ead/archdesc/dsc/c01[3]/c02[9]/c03[5]/c04[14]/did/unittitle, 1900-1925,"<title render=""italic"">Paris and the American Avant-Garde, 1900-1925</title>,"
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[16]/did/unittitle, 1913-1947,"""American Printmaking, 1913-1947,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[13]/c03[19]/did/unittitle, 1860-1900,"""Footlights and Skylights: Theatrical Photographs of the American Stage, 1860-1900,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[14]/c03[3]/c04[8]/did/unittitle, 1945-1957,"""Painting in Post-War Italy: 1945-1957,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[19]/c03[3]/c04[1]/did/unittitle, 1840-1915,"""Photographs from the Collection of the George Eastman House 1840-1915,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[24]/c03[5]/did/unittitle, 1900-1930,"""Expressionism in Europe: 1900-1930,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[24]/c03[16]/did/unittitle, 1969-1970,"""Acquisitions for Permanent Collection 1969-1970,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[24]/c03[17]/did/unittitle, 1870-1970,"""Women at Michigan 1870-1970,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[29]/c03[3]/did/unittitle, 1800-1918,"""Ann Arbor Architecture, 1800-1918,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[30]/c03[13]/did/unittitle, 1961-1974,"""Robert Motherwell: Selected Prints 1961-1974,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[31]/c03[2]/did/unittitle, 1971-1974,"""Contemporary Reflections 1971-1974,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[32]/c03[11]/did/unittitle, 1945-1978,"""Chicago: The City and Its Artists, 1945-1978,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[33]/c03[12]/did/unittitle, 1800-1850,"""The Art of Russia 1800-1850,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[34]/c03[7]/did/unittitle, 1878-1882,"""The Crisis of Impressionism, 1878-1882,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[35]/c03[3]/did/unittitle, 1900-1925,"""Paris and the American Avant-Garde: 1900-1925,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[37]/c03[6]/did/unittitle, 1967-1982,"""Frank Stella: Prints 1967-1982,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[38]/c03[8]/did/unittitle, 1850-1900,"""The Artistic Revival of the Woodcut in France: 1850-1900,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[44]/c03[4]/did/unittitle, 1978-1988,"""Prints by Richard Bosman: 1978-1988,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[45]/c03[9]/did/unittitle, 1850-1900,"""City and Country in French Prints, 1850-1900,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[46]/c03[9]/did/unittitle, 1988-1991,"""Tan Tee Chie: Recent Paintings, 1988-1991,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[46]/c03[19]/did/unittitle, 1968-1991,"""Sylvia Plimack Mangold: Works on Paper, 1968-1991,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[48]/c03[11]/did/unittitle, 1945-1969,"""Paintings by Mark Rothko: 1945-1969,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[50]/c03[6]/did/unittitle, 1930-1990,"""'Unpainted to the Last': <title render=""italic"">Moby-Dick</title> and American Art, 1930-1990,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[52]/c03[4]/did/unittitle, 1958-1978,"""Selections from the Lannan Foundation Collection: Paintings, 1958-1978,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[53]/c03[4]/did/unittitle, 1992-1997,"""Bill Jacobson: Portraits, Songs, Thoughts 1992-1997,"""
ummart.xml,/ead/archdesc/dsc/c01[1]/c02[55]/c03[7]/did/unittitle, 1933-1946,"""Mark Rothko and the Lure of the Figure: Paintings 1933-1946,"""
ummart.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[8]/did/unittitle, 1850-1990,"""City and Country in French Prints, 1850-1990,"""
ummart.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[31]/did/unittitle, 1945-1969,"""Paintings by Mark Rothko: 1945-1969,"""
ummart.xml,/ead/archdesc/dsc/c01[5]/c02[10]/did/unittitle, 1979-1980,"Symposium: [""American Museums in the Last Quarter of the Twentieth Century""]  (see also: Museum Practice Program-Correspondence-Students and staff, 1979-1980)"
umphotvf.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[5]/did/unittitle, 1863-1931,"Law Library (Haven Hall, 1863-1931) Interiors"
umphotvf.xml,/ead/archdesc/dsc/c01[3]/c02[5]/c03[203]/c04[1]/c05[3]/did/unittitle, 1879-1896,"Views from west, 1879-1896"
umphotvf.xml,/ead/archdesc/dsc/c01[3]/c02[5]/c03[203]/c04[3]/c05[2]/did/unittitle, 1898-1924,"Views from west, 1898-1924"
umphotvf.xml,/ead/archdesc/dsc/c01[3]/c02[5]/c03[203]/c04[3]/c05[3]/did/unittitle, 1924-1950,"Views from west, 1924-1950 (with Angell Hall), also interiors"
umphotvf.xml,/ead/archdesc/dsc/c01[5]/c02[19]/c03[6]/c04[1]/did/unittitle, 1900-1919,"Fans, 1900-1919"
umphotvf.xml,/ead/archdesc/dsc/c01[5]/c02[19]/c03[6]/c04[4]/did/unittitle, 1890-1899,"Teams and players, 1890-1899"
umphotvf.xml,/ead/archdesc/dsc/c01[5]/c02[19]/c03[6]/c04[5]/did/unittitle, 1900-1919,"Teams and players, 1900-1919"
umphotvf.xml,/ead/archdesc/dsc/c01[5]/c02[19]/c03[6]/c04[6]/did/unittitle, 1920-1939,"Teams and players, 1920-1939"
umphotvf.xml,/ead/archdesc/dsc/c01[5]/c02[19]/c03[6]/c04[7]/did/unittitle, 1940-1959,"Teams and players, 1940-1959"
umphotvf.xml,/ead/archdesc/dsc/c01[5]/c02[19]/c03[6]/c04[8]/did/unittitle, 1960-1969,"Teams and players, 1960-1969"
umpresid.xml,/ead/archdesc/dsc/c01[1]/c02[39]/c03[73]/did/unittitle, 2004-2005,University of Michigan --China Trip (includes background materials from 2004-2005)
umpresid.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[37]/did/unittitle, 1970-1972,Judiciary Committee  (mostly 1970-1972)
umpresid.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[27]/did/unittitle, 1972-1975,"University of Michigan, Flint Campus (Development, 1972-1975)"
umpresid.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[4]/c04[23]/did/unittitle, 1982-1986,"Michigan (Governor's) Commission on China, 1982-1986"
umpresid.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[12]/c04[13]/did/unittitle, 1981-1982,"Matthaei Botanical Gardens, 1981-1982"
umpresid.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[14]/did/unittitle, 1985-1988,"Computer Disks, 1985-1988"
umpresid.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[5]/did/unittitle, 1817-1992,"Revisions of <title render=""italic"">The Making of the University of Michigan, 1817-1992</title>, N. and M. Steneck, eds.,"
umpresid.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[2]/c04[3]/c05[5]/did/unittitle, 1995-1996,Department of Human Genetics Seven Year Review  (prepared in 1995-1996)
umshur.xml,/ead/archdesc/dsc/c01[5]/c02[1]/did/unittitle, 1952-1962,"Lampe, Isadore (Chairman, 1952-1962)"
umspub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/did/unittitle, 1941-1991,"<title render=""italic"">Fifty Years and Counting: Chamber Concerts Presented by the University Musical Society in Rackham Auditorium, 1941-1991</title>,"
umspub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/did/unittitle, 1879-1979,"<title render=""italic"">One Hundred Years of Great Performances, 1879-1979</title>"
umspub.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[2]/did/unittitle, 1996-1997,"Brochures, 1996-1997-2005-06"
umtripub.xml,/ead/archdesc/dsc/c01/c02[8]/c03[11]/did/unittitle, 1965-1993,"<title render=""italic"">UMTRI Prologue, Present and Prospects, 1965-1993</title>,"
umtripub.xml,/ead/archdesc/dsc/c01/c02[8]/c03[12]/did/unittitle, 1993-1998,"<title render=""italic"">UMTRI Self Assessment and Review, 1993-1998</title>,"
umussoc.xml,/ead/archdesc/dsc/c01[3]/c02[8]/did/unittitle, 1879-1979,"100 Years of Great Performances, 1879-1979"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[1]/did/unittitle, 1888-1921,"Albert A. Stanley, Choral Union Conductor, 1888-1921"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[2]/did/unittitle, 1972-1986,"Sarah Power, Board of Directors, 1972-1986"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[3]/did/unittitle, 1975-1987,"Lois Stegeman, Board of Directors, 1975-1987"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[4]/did/unittitle, 1939-1942,"Thor Johnson, Conductor, 1939-1942; Board, 1941-1968"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[4]/did/unittitle, 1941-1968,"Thor Johnson, Conductor, 1939-1942; Board, 1941-1968"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[5]/did/unittitle, 1983-1988,"Jerry Weisbach, Board of Directors, 1983-1988"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[7]/did/unittitle, 1968-1974,"Paul Kauper, Board of Directors, 1968-1974"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[8]/did/unittitle, 1881-1883,"Alexander Winchell, President, 1881-1883, 1889-1891"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[8]/did/unittitle, 1889-1891,"Alexander Winchell, President, 1881-1883, 1889-1891"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[9]/did/unittitle, 1968-1987,"Douglas Crary, Board of Directors, 1968-1987"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[10]/did/unittitle, 1963-1986,"E. Thurston Thieme, Board of Directors, 1963-1986"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[11]/did/unittitle, 1899-1930,"Harry Burns Hutchins, Board of Directors, 1899-1930"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[13]/did/unittitle, 1916-1945,"Horace G. Prettyman, Board of Directors, 1916-1945"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[14]/did/unittitle, 1879-1888,"Calvin B. Cady, Conductor, 1879-1888; Board, 1881-1888"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[14]/did/unittitle, 1881-1888,"Calvin B. Cady, Conductor, 1879-1888; Board, 1881-1888"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[15]/did/unittitle, 1926-1968,"Oscar A. Eberbach, Board of Directors, 1926-1968"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[16]/did/unittitle, 1904-1943,"Durand W. Springer, Board of Directors, 1904-1943"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[17]/did/unittitle, 1899-1923,"Victor C. Vaughan, Board of Directors, 1899-1923"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[18]/did/unittitle, 1894-1921,"William C. Stevens, Board of Directors, 1894-1921"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[19]/did/unittitle, 1910-1959,"Shirley W. Smith, Board of Directors, 1910-1959"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[20]/did/unittitle, 1927-1965,"Harley A. Haynes, Board of Directors, 1927-1965"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[21]/did/unittitle, 1938-1972,"Roscoe O. Bonisteel, Board of Directors, 1938-1972"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[22]/did/unittitle, 1926-1930,"Clarence C. Little, Board of Directors, 1926-1930"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[23]/did/unittitle, 1921-1950,"James Ingliss, Board of Directors, 1921-1950"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[24]/did/unittitle, 1884-1938,"Levi D. Wines, Board of Directors, 1884-1938"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[26]/did/unittitle, 1979-1987,"Harold Shapiro, Board of Directors, 1979-1987"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[27]/did/unittitle, 1881-1906,"Paul R. B. de Pont, Board of Directors, 1881-1906"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[28]/did/unittitle, 1984-1987,"Howard S. Holmes, 1984-1987"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[29]/did/unittitle, 1951-1982,"Harlan Hatcher, Board of Directors, 1951-1982"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[30]/did/unittitle, 1942-1963,"Merlin Wiley, Board of Directors, 1942-1963"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[31]/did/unittitle, 1939-1968,"E. Blythe Stason, Board of Directors, 1939-1968"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[32]/did/unittitle, 1892-1921,"Ottmar Eberbach, Board of Directors, 1892-1921"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[34]/did/unittitle, 1845-1929,"Charles H. Ditson, Donor of Oliver Ditson Endowment, 1845-1929"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[36]/did/unittitle, 1882-1915,"Henry Stewart Dean, Board of Directors, 1882-1915"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[37]/did/unittitle, 1891-1927,"G. Frank Almendinger, Board of Directors, 1891-1927"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[38]/did/unittitle, 1968-1987,"Gail Rector, UMS President, 1968-1987"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[39]/did/unittitle, 1892-1925,"James H. Wade, Board of Directors, 1892-1925"
umussoc.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[40]/did/unittitle, 1942-1968,"Henry F. Vaughan, Board of Directors, 1942-1968"
ungradmp.xml,/ead/archdesc/dsc/c01[5]/c02[2]/c03[2]/c04[2]/did/unittitle, 1984-1985,"1984/1985 (<title render=""italic"">Freshman Admission: Summary for 1984-1985</title>)"
unhealth.xml,/ead/archdesc/dsc/c01[3]/c02[18]/c03[3]/did/unittitle, 1989-1995,"Smoke-Free, 1989-1995(7 folders)"
unitar.xml,/ead/archdesc/dsc/c01[1]/c02[9]/did/unittitle, 1943-1960,"<title render=""italic"">Recollection of the Ministry to the First Unitarian Church of Ann Arbor of Rev. Edward Homer Redman 1943-1960</title>,"
usaefnr.xml,/ead/archdesc/dsc/c01/c02[30]/did/unittitle, 1917-1920,"<title render=""italic"">The Operations of the Czechoslovak Army in Russia in the Years 1917-1920</title> by Vladimir Klecanda."
vandenbh.xml,/ead/archdesc/dsc/c01[2]/c02[3]/did/unittitle, 1938-1949,"Scrapbook, 1938-1949"
vanderlg.xml,/ead/archdesc/dsc/c01[4]/c02[7]/c03[50]/did/unittitle, 1865-1885,Statistical Study of Michigan. Supreme Court Cases 1865-1885. Compiled by David Haughey
vaughanh.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[15]/did/unittitle, 1934-1935,"""Statistical Studies on Prevalence and Mortality from Certain Causes in Detroit, 1934-1935,"""
vaughanh.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[17]/did/unittitle, 1937-1938,"""Tuberculosis Case Finding: Medical Participation Plan, 1937-1938,"""
vpaastaf.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[2]/c04[21]/c05[11]/did/unittitle, 1983-1984,Vice Presidents (includes associates and assistants; materials re:  academic year primarily from 1983-1984)
vpaastaf.xml,/ead/archdesc/dsc/c01[14]/c02[3]/c03/did/unittitle, 1983-1995,(bulk 1983-1995)
vpaastaf.xml,/ead/archdesc/dsc/c01[15]/did/unittitle, 1990-1997,"Lipschutz, Susan S.  (bulk 1990-1997)"
vpaastaf.xml,/ead/archdesc/dsc/c01[15]/c02[1]/did/unittitle, 1990-1997,Topical Files  (bulk 1990-1997)
vpaastaf.xml,/ead/archdesc/dsc/c01[20]/c02/c03/c04[3]/did/unittitle, 1997-1999,"Marshall Symposium, 1997-1999"
vpamca.xml,/ead/archdesc/dsc/c01[1]/c02[13]/c03[6]/did/unittitle, 1978-1982,"<title render=""italic"">Update on Student Retention and Academic Progress at the U of M, Ann Arbor 1978-1982 An Analysis of the Freshman Retention File Data</title>,"
vpcfo.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[76]/c04[8]/c05[4]/did/unittitle, 1968-1974,"Review Committee on Structure, 1968-1974[see also ""Hospital: Administration""]Medical Costs (Educational Costs in a Teaching Hospital)"
vpcfo.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[101]/c04[2]/did/unittitle, 1979-1981,Miscellaneous  (except 1979-1981)
vpcfo.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[2]/c04[28]/did/unittitle, 1992-2001,"Organization, 1992-2001(2 folders)"
vpcfo.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[1]/c04[2]/c05[15]/did/unittitle, 1999-2002,"Life Sciences Institute, 1999-2002(2 folders)"
vpcfo.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[3]/c04[2]/did/unittitle, 2002-2003,"Budget, 2002-2003(2 folders)"
